"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"192163","AT 2025acsm","09:50:57.502","+12:47:56.76","","","","","ZTF, ATLAS","ZTF, ATLAS","","ATLAS, ZTF","ZTF25accyfix","ATLAS-HKO - ATLAS-02, ATLAS-TDO - ATLAS-05, P48 - ZTF-Cam","","1","1","","19.5959","g-ZTF","2025-11-06 11:53:46.000","Fritz","","","2025TNSTR4480....1P","","",""
"192150","AT 2025acrz","21:51:58.044","+17:52:48.61","","","SDSS J215158.04+175248.2","","ALeRCE, ATLAS","ZTF, ATLAS","","ATLAS, ZTF","ZTF25acczblu","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","","1","1","","20.1981","g-ZTF","2025-11-07 02:51:50.000","ALeRCE","","","2025TNSTR4464....1M","","",""
"192147","AT 2025acrw","13:05:54.482","+55:02:29.35","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO, ZTF","ZTF25acdcmrz","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.0938","g-ZTF","2025-11-07 11:44:20.002","Fritz","","","2025TNSTR4467....1S","","",""
"192146","AT 2025acrv","13:08:02.994","+58:27:56.74","","","","","ZTF, WFST","ZTF, WFST","","WFST, ZTF","ZTF25acdcfjs","P48 - ZTF-Cam, WFST - WFST-WFC","","1","1","","18.7022","g-ZTF","2025-11-07 11:44:20.002","BTSbot_bot","","","2025TNSTR4468....1R","","",""
"192143","AT 2025acrs","02:48:51.042","+10:16:07.62","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO, ZTF","ZTF25acdbwev","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.9527","r-ZTF","2025-11-01 07:51:34.997","Fritz","","","2025TNSTR4467....1S","","",""
"192141","AT 2025acrq","00:21:58.556","+06:55:31.16","","","","","ZTF, ATLAS, BlackGEM, LAST, GOTO","ZTF, ATLAS, BlackGEM, LAST, GOTO","","ATLAS, BlackGEM, GOTO, LAST, ZTF","ZTF25accwqaq","ATLAS-STH - ATLAS-03, ATLAS-TDO - ATLAS-05, BG2 - BlackGEM-Cam2, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-1, LAST - LAST-Cam, P48 - ZTF-Cam","","1","1","","19.5541","g-ZTF","2025-11-05 04:32:28.003","Fritz","","","2025TNSTR4467....1S","","",""
"192135","SN 2025acrk","00:29:40.154","+11:43:01.29","SN Ia","0.056","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","SCAT","ATLAS, GOTO, ZTF","ZTF25acdaatc","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-1, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","19.3735","g-ZTF","2025-11-06 04:39:28.002","Fritz","","","2025TNSTR4467....1S","2025TNSCR4627....1K","",""
"192134","AT 2025acrj","01:24:11.450","-06:06:20.70","","","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","","ATLAS, GOTO, ZTF","ZTF25acakvdx","ATLAS-CHL - ATLAS-04, ATLAS-TDO - ATLAS-05, GOTO-S - GOTO-3, P48 - ZTF-Cam","","1","1","","20.0858","g-ZTF","2025-10-26 08:21:57.000","Fritz","","","2025TNSTR4467....1S","","",""
"192132","AT 2025acrh","01:05:54.962","+10:37:11.16","","","","","ZTF, ATLAS","ZTF, ATLAS","","ATLAS, ZTF","ZTF25acczivk","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","","1","1","","19.5531","g-ZTF","2025-11-07 04:38:57.001","Fritz","","","2025TNSTR4467....1S","","",""
"192131","AT 2025acrg","00:55:02.531","-09:36:16.24","","","","","ZTF, GOTO, ATLAS, LAST","ZTF, GOTO, ATLAS, LAST","","ATLAS, GOTO, LAST, ZTF","ZTF25acczlia","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, LAST - LAST-Cam, P48 - ZTF-Cam","","1","1","","19.4303","g-ZTF","2025-11-07 05:02:33.002","Fritz","","","2025TNSTR4467....1S","","",""
"192129","AT 2025acre","01:17:32.129","+16:14:45.91","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO, ZTF","ZTF25acceztk","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","20.7503","r-ZTF","2025-10-31 04:31:42.997","Fritz","","","2025TNSTR4467....1S","","",""
"192118","AT 2025acqt","21:37:35.889","+10:00:49.45","","","","","GOTO, YSE, ATLAS","GOTO, Pan-STARRS, ATLAS","","ATLAS, GOTO, Pan-STARRS","GOTO25jpk","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, PS1 - GPC1","","1","1","","19.44","L-GOTO","2025-11-05 19:29:02.112","GOTO_bot","","","2025TNSTR4455....1O","","",""
"192066","AT 2025acot","00:06:37.549","-00:27:53.90","","","","","WFST, GOTO","WFST, GOTO","","GOTO, WFST","WFST251023oizy","GOTO-N - GOTO-1, GOTO-S - GOTO-4, WFST - WFST-WFC","","1","1","","21.93","g-WFST","2025-10-23 14:18:14.400","WFST_SN","","","2025TNSTR4447....1X","","",""
"192042","AT 2025acnv","10:02:26.926","+07:31:38.31","","","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","","ATLAS, GOTO, ZTF","ZTF25accqbul","ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.8127","g-ZTF","2025-11-01 11:58:28.001","Fritz","","","2025TNSTR4448....1S","","",""
"192040","AT 2025acnt","09:56:00.735","+13:08:02.57","","","","","ZTF, GOTO, ATLAS, WFST","ZTF, GOTO, ATLAS, WFST","","ATLAS, GOTO, WFST, ZTF","ZTF25accwjcn","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-2, P48 - ZTF-Cam, WFST - WFST-WFC","","1","1","","19.3246","g-ZTF","2025-11-05 12:41:09.000","Fritz","","","2025TNSTR4448....1S","","",""
"192037","AT 2025acnr","08:35:50.989","-56:37:45.85","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS, GOTO","ATLAS25nwj","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","","1","1","","17.367","orange-ATLAS","2025-10-29 21:49:18.336","ATLAS_Bot1","","","2025TNSTR4444....1T","","",""
"192036","AT 2025acnq","00:22:35.369","+38:09:43.74","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO, ZTF","ZTF25acaypug","GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.6515","g-ZTF","2025-10-25 04:29:46.003","Fritz","","","2025TNSTR4448....1S","","",""
"192034","AT 2025acno","09:11:11.921","-22:01:02.01","","","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","","ATLAS, GOTO, ZTF","ZTF25acchszc","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, GOTO-S - GOTO-3, P48 - ZTF-Cam","","1","1","","20.8623","g-ZTF","2025-11-01 12:51:13.999","ZTF_MMA_bot","","","2025TNSTR4450....1A","","",""
"192029","AT 2025acnl","10:27:29.912","+37:12:29.66","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS, GOTO","ATLAS25nvb","ATLAS-MLO - ATLAS-01, ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-2","","1","1","","19.046","orange-ATLAS","2025-11-02 14:49:10.272","ATLAS_Bot1","","","2025TNSTR4434....1T","","",""
"192028","AT 2025acnk","00:59:59.740","-48:13:35.81","","","","","GOTO, MASTER, ATLAS, BlackGEM","GOTO, MASTER, ATLAS, BlackGEM","","ATLAS, BlackGEM, GOTO, MASTER","GOTO25jow","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, BG3 - BlackGEM-Cam3, GOTO-S - GOTO-3, GOTO-S - GOTO-4, ML1 - MeerLICHT-Cam, Other - Other","","1","1","","19.49","L-GOTO","2025-10-30 16:16:45.984","GOTO_bot","","","2025TNSTR4436....1O","","",""
"191845","AT 2025acgj","03:22:46.318","-42:33:11.07","","","","","ATLAS, MASTER","ATLAS, MASTER","","ATLAS, MASTER","ATLAS25nut","ATLAS-CHL - ATLAS-04, Other - Other","","1","1","","18.43","orange-ATLAS","2025-11-03 04:36:54.720","ATLAS_Bot1","","","2025TNSTR4434....1T","","",""
"191837","AT 2025acgb","11:06:36.403","+46:35:21.93","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS, GOTO","ATLAS25nty","ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-1","","1","1","","18.787","wide-ATLAS","2025-10-31 05:04:13.728","ATLAS_Bot1","","","2025TNSTR4418....1T","","",""
"191836","AT 2025acga","12:49:56.524","+49:43:02.33","","","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","","ATLAS, Pan-STARRS","ATLAS25nts","ATLAS-MLO - ATLAS-01, ATLAS-TDO - ATLAS-05, PS1 - GPC1","","1","1","","18.771","orange-ATLAS","2025-11-02 14:47:11.040","ATLAS_Bot1","","","2025TNSTR4418....1T","","",""
"191834","AT 2025acfy","11:18:35.992","+42:25:35.81","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS, GOTO","ATLAS25ntg","ATLAS-MLO - ATLAS-01, ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-1","","1","1","","19.369","wide-ATLAS","2025-11-03 05:23:13.344","ATLAS_Bot1","","","2025TNSTR4418....1T","","",""
"191833","SN 2025acfx","10:23:49.769","-09:10:07.54","SN Ia","0.06","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","LiONS","ATLAS, GOTO, ZTF","ZTF25abzmbay","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-2, GOTO-S - GOTO-4, P48 - ZTF-Cam","Lijiang-2.4m - YFOSC","1","1","","18.9025","r-ZTF","2025-10-23 12:42:35.997","Fritz","","","2025TNSTR4427....1W","2025TNSCR4533....1L","",""
"191830","AT 2025acfu","07:44:20.154","+08:23:27.62","","","","","ZTF, ATLAS, Fink, GOTO","ZTF, ATLAS, GOTO","","ATLAS, GOTO, ZTF","ZTF25accgdev","ATLAS-STH - ATLAS-03, ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.0553","g-ZTF","2025-11-01 11:24:16.001","Fritz","","","2025TNSTR4428....1S","","",""
"191822","AT 2025acfn","10:30:06.349","-09:36:47.77","","","","","ATLAS, ZTF, GOTO","ATLAS, ZTF, GOTO","","ATLAS, GOTO, ZTF","ATLAS25ntb","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, GOTO-S - GOTO-4, P48 - ZTF-Cam","","1","1","","18.609","orange-ATLAS","2025-11-02 13:56:41.856","ATLAS_Bot1","","","2025TNSTR4418....1T","","",""
"191821","SN 2025acfm","01:43:00.374","-34:11:35.13","SN IIP","0.0139","","","ATLAS, BlackGEM, GOTO","ATLAS, BlackGEM, GOTO","BlackGEM","ATLAS, BlackGEM, GOTO","ATLAS25nsq","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, BG3 - BlackGEM-Cam3, GOTO-S - GOTO-3, GOTO-S - GOTO-4","NOT - ALFOSC","1","1","","18.401","orange-ATLAS","2025-11-02 08:31:22.368","ATLAS_Bot1","","","2025TNSTR4418....1T","2025TNSCR4532....1T","",""
"191815","AT 2025acfg","08:47:46.724","+42:43:55.68","","","","","ATLAS, GOTO, LAST","ATLAS, GOTO, LAST","","ATLAS, GOTO, LAST","ATLAS25nse","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, LAST - LAST-Cam","","1","1","","19.117","orange-ATLAS","2025-11-02 13:30:46.656","ATLAS_Bot1","","","2025TNSTR4406....1T","","",""
"191813","AT 2025acfe","07:57:28.252","-60:05:04.53","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS, GOTO","GOTO25jnt","ATLAS-CHL - ATLAS-04, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.38","L-GOTO","2025-11-02 15:08:54.816","GOTO_bot","","","2025TNSTR4407....1O","","",""
"191808","AT 2025acez","05:00:22.757","-51:55:56.05","","","","","MASTER, BlackGEM","MASTER, BlackGEM","","BlackGEM, MASTER","MASTER OT J050022.76-515555.6","BG3 - BlackGEM-Cam3, BG4 - BlackGEM-Cam4, Other - Other","","1","1","","19.2","Other-","2025-11-02 07:19:17.184","MASTER","","","2025TNSTR4409....1V","","",""
"191807","AT 2025acey","12:20:40.662","+49:28:11.72","","","SDSS J122040.75+492809.2","","ALeRCE, WFST, GOTO","ZTF, WFST, GOTO","","GOTO, WFST, ZTF","ZTF25acchftr","GOTO-N - GOTO-2, P48 - ZTF-Cam, WFST - WFST-WFC","","1","1","","20.3115","g-ZTF","2025-11-01 11:48:55.999","ALeRCE","","","2025TNSTR4405....1F","","",""
"191806","AT 2025acex","12:12:11.611","+44:50:04.72","","","SDSS J121211.45+444959.2","0.1118192","ALeRCE, GOTO","ZTF, GOTO","","GOTO, ZTF","ZTF25acchhtx","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","19.5641","g-ZTF","2025-11-01 11:48:55.999","ALeRCE","","","2025TNSTR4405....1F","","",""
"191798","AT 2025acep","09:00:54.840","-23:58:59.02","","","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","","ATLAS, GOTO, ZTF","ZTF25acchppz","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, GOTO-S - GOTO-3, P48 - ZTF-Cam","","1","1","","19.4844","g-ZTF","2025-11-01 12:51:13.999","Fritz","","","2025TNSTR4413....1S","","",""
"191780","AT 2025acdz","06:00:31.830","-23:28:04.18","","","","","YSE, GOTO","Pan-STARRS, GOTO","","GOTO, Pan-STARRS","PS25ihp","GOTO-S - GOTO-4, PS1 - GPC1","","1","1","","20.04","i-P1","2025-10-29 14:42:32.832","YSE_Bot1","","","2025TNSTR4398....1J","","",""
"191775","AT 2025acdu","08:39:59.257","-04:07:24.62","","","SDSS J083959.22-040724.2","","ALeRCE, GOTO","ZTF, GOTO","","GOTO, ZTF","ZTF25acamxnw","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","20.4295","g-ZTF","2025-10-27 11:03:36.999","ALeRCE","","","2025TNSTR4392....1F","","",""
"191762","AT 2025acdh","08:36:52.034","+42:00:06.67","","","","","ZTF, ATLAS, LAST","ZTF, ATLAS, LAST","","ATLAS, LAST, ZTF","ZTF25acbnbws","ATLAS-TDO - ATLAS-05, LAST - LAST-Cam, P48 - ZTF-Cam","","1","1","","20.9357","g-ZTF","2025-10-27 11:24:48.003","Fritz","","","2025TNSTR4400....1S","","",""
"191759","AT 2025acde","08:00:43.943","-16:43:48.72","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO, ZTF","ZTF25acathyv","GOTO-S - GOTO-3, P48 - ZTF-Cam","","1","1","","20.3434","r-ZTF","2025-10-22 11:01:43.003","Fritz","","","2025TNSTR4400....1S","","",""
"191755","AT 2025acda","12:27:43.610","+50:21:44.80","","","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","","ATLAS, GOTO, ZTF","ZTF25accgpbq","ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.3291","g-ZTF","2025-11-01 11:48:55.998","Fritz","","","2025TNSTR4400....1S","","",""
"191753","AT 2025accy","12:30:59.631","+51:20:37.88","","","","","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF, ATLAS, GOTO, Pan-STARRS","","ATLAS, GOTO, Pan-STARRS, ZTF","ZTF25accgpkr","ATLAS-MLO - ATLAS-01, ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1","","1","1","","17.9284","g-ZTF","2025-11-01 11:48:55.998","BTSbot_bot","","","2025TNSTR4401....1R","","",""
"191749","AT 2025accu","00:36:09.726","-06:21:26.74","","","","","ZTF, GOTO, ATLAS, LAST","ZTF, GOTO, ATLAS, LAST","","ATLAS, GOTO, LAST, ZTF","ZTF25acbywpo","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-S - GOTO-4, LAST - LAST-Cam, P48 - ZTF-Cam","","1","1","","19.5332","g-ZTF","2025-11-01 05:03:34.001","Fritz","","","2025TNSTR4400....1S","","",""
"191748","AT 2025acct","02:06:56.291","-09:36:49.14","","","","","ZTF, ATLAS","ZTF, ATLAS","","ATLAS, ZTF","ZTF25acbaljt","ATLAS-CHL - ATLAS-04, ATLAS-TDO - ATLAS-05, P48 - ZTF-Cam","","1","1","","20.2397","g-ZTF","2025-10-29 07:05:32.997","Fritz","","","2025TNSTR4400....1S","","",""
"191747","AT 2025accs","02:32:33.309","+03:27:55.27","","","","","ZTF, ATLAS, LAST","ZTF, ATLAS, LAST","","ATLAS, LAST, ZTF","ZTF25acbrgij","ATLAS-MLO - ATLAS-01, ATLAS-TDO - ATLAS-05, LAST - LAST-Cam, P48 - ZTF-Cam","","1","1","","19.4306","r-ZTF","2025-10-31 06:23:02.002","Fritz","","","2025TNSTR4400....1S","","",""
"191741","AT 2025accm","04:54:08.184","+03:51:49.36","","","","","GOTO, ZTF, BlackGEM, ATLAS","GOTO, ZTF, BlackGEM, ATLAS","","ATLAS, BlackGEM, GOTO, ZTF","GOTO25jju","ATLAS-CHL - ATLAS-04, ATLAS-TDO - ATLAS-05, BG2 - BlackGEM-Cam2, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.89","L-GOTO","2025-10-31 03:20:08.736","GOTO_bot","","","2025TNSTR4394....1O","","",""
"191718","AT 2025acbp","11:44:26.003","+33:36:34.74","","","","","ALeRCE, GOTO","ZTF, GOTO","","GOTO, ZTF","ZTF25acbwygk","GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.8914","r-ZTF","2025-10-29 11:53:54.001","ALeRCE","","","2025TNSTR4377....1F","","",""
"191714","AT 2025acbl","11:25:02.749","-05:04:03.08","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO, ZTF","ZTF25acbxwck","GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.3574","r-ZTF","2025-10-31 12:52:02.003","Fritz","","","2025TNSTR4386....1S","","",""
"191712","AT 2025acbj","23:19:57.963","-46:19:10.08","","","","","GOTO, ATLAS, MASTER","GOTO, ATLAS, MASTER","","ATLAS, GOTO, MASTER","GOTO25jlz","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4, Other - Other","","1","1","","18.64","L-GOTO","2025-10-31 11:08:57.120","GOTO_bot","","","2025TNSTR4380....1O","","",""
"191710","AT 2025acbh","08:59:02.380","-13:53:30.38","","","","","ZTF, ATLAS, GOTO, Pan-STARRS","ZTF, ATLAS, GOTO, Pan-STARRS","","ATLAS, GOTO, Pan-STARRS, ZTF","ZTF25abzudli","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.2413","r-ZTF","2025-10-24 12:25:29.003","Fritz","","","2025TNSTR4386....1S","","",""
"191709","AT 2025acbg","10:37:57.620","+12:03:45.17","","","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","","ATLAS, GOTO, ZTF","ZTF25acbepzy","ATLAS-HKO - ATLAS-02, ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.3501","g-ZTF","2025-10-26 12:35:00.003","Fritz","","","2025TNSTR4386....1S","","",""
"191686","AT 2025acaj","01:44:56.762","-23:59:03.13","","","","","ZTF, DESIRT, GOTO","ZTF, DESIRT, GOTO","","DESIRT, GOTO, ZTF","ZTF25acbrkeg","CTIO-4m - DECAM, GOTO-S - GOTO-4, P48 - ZTF-Cam","","1","1","","20.3231","g-ZTF","2025-10-29 06:31:04.995","Fritz","","","2025TNSTR4386....1S","","",""
"191685","AT 2025acai","03:13:40.434","+11:30:29.29","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO, ZTF","ZTF25abwscfm","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","20.0271","r-ZTF","2025-10-12 10:10:10.004","Fritz","","","2025TNSTR4386....1S","","",""
"191679","AT 2025acac","00:55:07.280","+41:52:05.33","","","","","GOTO, LAST","GOTO, LAST","","GOTO, LAST","GOTO25jki","GOTO-N - GOTO-2, LAST - LAST-Cam","","1","1","","20.01","L-GOTO","2025-10-31 02:01:04.512","GOTO_bot","","","2025TNSTR4380....1O","","",""
"191674","AT 2025abzx","22:40:13.692","+12:37:46.87","","","","","ZTF, LAST","ZTF, LAST","","LAST, ZTF","ZTF25acaijiv","LAST - LAST-Cam, P48 - ZTF-Cam","","1","1","","20.3995","r-ZTF","2025-10-24 04:38:31.004","Fritz","","","2025TNSTR4386....1S","","",""
"191666","AT 2025abzq","10:43:33.044","+57:39:30.08","","","SDSS J104333.16+573932.3","0.04675","ALeRCE, WFST","ZTF, WFST","","WFST, ZTF","ZTF25acbepkk","P48 - ZTF-Cam, WFST - WFST-WFC","","1","1","","20.4998","g-ZTF","2025-10-25 11:54:57.997","ALeRCE","","","2025TNSTR4357....1M","","",""
"191651","AT 2025abzd","04:46:23.011","-29:53:14.34","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS, GOTO","GOTO25jjn","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","","1","1","","19.56","L-GOTO","2025-10-30 15:22:59.808","GOTO_bot","","","2025TNSTR4359....1O","","",""
"191646","SN 2025abyy","11:40:50.926","+04:48:29.37","SN II","0.020039","","","ZTF, GOTO","ZTF, GOTO","ZTF","GOTO, ZTF","ZTF25acberoe","GOTO-N - GOTO-2, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.3043","r-ZTF","2025-10-29 12:50:52.995","Fritz","","","2025TNSTR4368....1S","2025TNSCR4568....1D","",""
"191638","AT 2025abyr","02:05:31.894","+14:44:09.09","","","IRAS F02028+1429","0.04389","ALeRCE, GOTO","ZTF, GOTO","","GOTO, ZTF","ZTF25acajjhk","GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","20.6134","r-ZTF","2025-10-25 06:39:02.002","ALeRCE","","","2025TNSTR4356....1M","","",""
"191634","SN 2025abyn","11:03:35.157","+06:51:53.05","SN Ia","0.059976","LEDA 1309028","0.05998","ALeRCE, ATLAS, GOTO","ZTF, ATLAS, GOTO","ZTF","ATLAS, GOTO, ZTF","ZTF25acbeqrz","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-2, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.6274","r-ZTF","2025-10-29 12:47:21.998","ALeRCE","","","2025TNSTR4356....1M","2025TNSCR4471....1J","",""
"191630","AT 2025abyj","07:23:07.146","+12:32:34.18","","","","","ZTF, GOTO, Fink, ATLAS","ZTF, GOTO, ATLAS","","ATLAS, GOTO, ZTF","ZTF25acaties","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","20.3566","g-ZTF","2025-10-27 11:00:07.004","Fritz","","","2025TNSTR4368....1S","","",""
"191621","AT 2025abya","05:59:50.999","-52:24:29.72","","","","","ATLAS, MASTER, GOTO","ATLAS, MASTER, GOTO","","ATLAS, GOTO, MASTER","ATLAS25nlv","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4, Other - Other","","1","1","","18.874","orange-ATLAS","2025-10-29 23:03:41.760","ATLAS_Bot1","","","2025TNSTR4358....1T","","",""
"191584","AT 2025abwq","11:17:33.199","+35:41:22.82","","","","","ZTF, WFST","ZTF, WFST","","WFST, ZTF","ZTF25abztuzb","P48 - ZTF-Cam, WFST - WFST-WFC","","1","1","","19.8691","g-ZTF","2025-10-24 11:48:46.995","Fritz","","","2025TNSTR4347....1S","","",""
"191575","AT 2025abwh","05:34:49.097","-22:02:35.61","","","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","","ATLAS, GOTO, ZTF","ZTF25acbdlst","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-S - GOTO-4, P48 - ZTF-Cam","","1","1","","20.5009","g-ZTF","2025-10-25 11:33:31.000","Fritz","","","2025TNSTR4347....1S","","",""
"191573","AT 2025abwf","06:18:43.708","+71:01:32.17","","","","","ZTF, GOTO, LAST, Fink, ATLAS","ZTF, GOTO, LAST, ATLAS","","ATLAS, GOTO, LAST, ZTF","ZTF25acasvaf","ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-2, LAST - LAST-Cam, P48 - ZTF-Cam","","1","1","","20.6087","g-ZTF","2025-10-25 08:43:53.002","Fritz","","","2025TNSTR4347....1S","","",""
"191568","AT 2025abwa","03:20:36.185","-18:36:06.73","","","","","ATLAS, YSE","ATLAS, Pan-STARRS","","ATLAS, Pan-STARRS","ATLAS25nlf","ATLAS-TDO - ATLAS-05, PS2 - GPC2","","1","1","","20.222","wide-ATLAS","2025-10-24 01:03:14.688","ATLAS_Bot1","","","2025TNSTR4342....1T","","",""
"191565","AT 2025abvx","23:25:09.207","-24:02:20.39","","","","","ZTF, GOTO, ATLAS, BlackGEM","ZTF, GOTO, ATLAS, BlackGEM","","ATLAS, BlackGEM, GOTO, ZTF","ZTF25acaytjf","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-1, GOTO-S - GOTO-4, ML1 - MeerLICHT-Cam, P48 - ZTF-Cam","","1","1","","19.7775","g-ZTF","2025-10-29 05:01:21.999","Fritz","","","2025TNSTR4347....1S","","",""
"191563","AT 2025abvw","01:51:47.632","+40:17:37.89","","","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","","ATLAS, GOTO, ZTF","ZTF25acaxnwp","ATLAS-HKO - ATLAS-02, ATLAS-TDO - ATLAS-05, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.9512","g-ZTF","2025-10-28 08:39:40.999","Fritz","","","2025TNSTR4347....1S","","",""
"191562","SN 2025abvv","00:08:47.471","-09:35:40.49","SLSN-I","0.19","","","ZTF, GOTO, ATLAS, LAST","ZTF, GOTO, ATLAS, LAST","ZTF","ATLAS, GOTO, LAST, ZTF","ZTF25abzyzac","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-N - GOTO-1, GOTO-S - GOTO-3, LAST - LAST-Cam, P48 - ZTF-Cam","NOT - ALFOSC","1","1","","20.544","g-ZTF","2025-10-24 06:03:18.002","Fritz","","","2025TNSTR4347....1S","2025TNSCR4525....1S","",""
